comment_id,post_id,sentiment,sentiment_score
c_158808448990476771,a0NvYMX,neutral,0
c_158808449265767409,ayeEG9b,negative,-1
c_158808451100373812,aoPmXLA,neutral,0
c_158808451707609245,aO7oADD,negative,-1
c_158808452844789781,a9njoEW,negative,-1
c_158808452985139691,a9njo7L,neutral,0
c_158808453602195542,aLw6x0M,negative,-1
c_158808453848135457,aEPd3EG,neutral,0
c_158808454202119714,a8GdRVe,neutral,0
c_158808455299048141,arV1Eyd,negative,-1
c_158808455736429373,aP76E6B,negative,-1
c_158808455741991496,aYyj9XO,neutral,0
c_158808455973501434,aeDKLbQ,neutral,0
c_158808457552356540,adVyGpB,negative,-1
c_158808457576189120,arV1rgB,neutral,0
c_158808458360463962,aWxBzW6,neutral,0
c_158808458695943741,agArW01,neutral,0
c_158808459162925798,aD4RyMB,negative,-1
c_158808459345566715,aK74R6b,neutral,0
c_158808459442206131,aeDKLRB,neutral,0
c_158808461266606247,aGdKXj6,neutral,0
c_158808462054142569,an4e6WL,negative,-1
c_158808462162864106,avz2qQZ,neutral,0
c_158808462725309737,abG3N9r,neutral,0
c_158808464895807483,aj9QpDG,positive,1
c_158808465116768215,a6Kr4WA,negative,-1
c_158808466147897931,aVwjdbv,positive,1
c_158808467408165385,aWxBzLx,positive,1
c_158808468224064744,aAeBjz9,positive,1
c_158808468807995286,a3wvm1m,negative,-1
c_158808469176636500,azm736p,neutral,0
c_158808469188848255,aqn4PYp,neutral,0
c_158808469471717474,a8GdQ6V,positive,1
c_158808470419269473,an4eo4b,neutral,0
c_158808471303511809,aVwjpOM,neutral,0
c_158808472209112644,aP761DV,neutral,0
c_158808472252977706,a8GdOv3,negative,-1
c_158808473003953612,aBm9A6P,neutral,0
c_158808473524579219,a9njo7L,negative,-1
c_158808473577708085,aGdKb9Z,negative,-1
c_158808473645281189,a5Wp0Wo,neutral,0
c_158808473954877635,aj9QM7R,neutral,0
c_158808474271281573,aEPdNN9,positive,1
c_158808474344713587,aR76p0y,positive,1
c_158808474687638460,aD4RLww,negative,-1
c_158808475381365674,adVyEB9,neutral,0
c_158808476225481066,amvq37j,positive,1
c_158808476954919018,azm7pdm,neutral,0
c_158808477483789215,aD4RrAG,neutral,0
c_158808477488071601,aR76qW2,neutral,0
c_158808478541817474,aqn4wyM,neutral,0
c_158808478897866547,aLw6xBv,neutral,0
c_158808479373955756,an4e6A5,positive,1
c_158808480278667148,a0Nvrqv,negative,-1
c_158808480860412591,amvqe8j,negative,-1
c_158808480926963457,a3wvmer,neutral,0
c_158808481581045992,aeDKLbQ,neutral,0
c_158808481773268225,an4e6EB,neutral,0
c_158808483733095171,a5Wp0Wo,positive,1
c_158808483757233455,aqn4V2j,positive,1
c_158808484300107820,ax9Em8n,neutral,0
c_158808484505138554,aNgmbXA,positive,1
c_158808486154704488,aAeBqDg,positive,1
c_158808487355112778,a7WvRwm,negative,-1
c_158808487746933080,aGdKXj6,neutral,0
c_158808488110399818,aVwj8gn,positive,1
c_158808488250744469,a6Krx4A,negative,-1
c_158808488437554338,avz2NR5,neutral,0
c_158808488675194935,aO7oMv2,negative,-1
c_158808488759853600,aNgmMzb,positive,1
c_158808489511013341,aBm9BwN,negative,-1
c_158808489607721888,aO7oOXy,positive,1
c_158808489667771871,a7WvQ3b,positive,1
c_158808492190508974,aWxBrK2,positive,1
c_158808492462516887,aBm9A4O,positive,1
c_158808493259579290,aD4Ry0N,neutral,0
c_158808493499042414,aR76nRB,neutral,0
c_158808494861303204,a6KrRO2,positive,1
c_158808495553915012,azm7nXp,negative,-1
c_158808495743473602,avz2jnd,neutral,0
c_158808496918899774,aK745wg,neutral,0
c_158808497946587905,aWxB9Nx,neutral,0
c_158808498356512015,aZyqomQ,positive,1
c_158808498946618290,a43pyWw,neutral,0
c_158808498970993111,aD4Ry0N,neutral,0
c_158808499042125942,a9njx2L,positive,1
c_158808499479402077,a5Wp0Wo,neutral,0
c_158808499930903331,arV1YAy,positive,1
c_158808500452447058,a9njoEW,positive,1
c_158808500879468251,a43p0X6,neutral,0
c_158808501357952457,a9njZ3W,positive,1
c_158808501623947112,avz2NQE,neutral,0
c_158808503400261743,aVwj68v,negative,-1
c_158808503412924812,a2WEjv9,neutral,0
c_158808503751177723,an4e6z5,neutral,0
c_158808505249201112,apGKZzB,neutral,0
c_158808505544795546,aEPdbje,neutral,0
c_158808506152145776,aj9Qv90,negative,-1
c_158808506502076037,a8GdRrp,neutral,0
c_158808507444015431,aj9QzQ1,neutral,0
c_158808507729995801,aZyqXq3,neutral,0
c_158808511033541601,abG3N9r,positive,1
c_158808512138817711,a43p00Z,neutral,0
c_158808512923357356,adVyA8Q,neutral,0
c_158808513046493988,amvq3yo,positive,1
c_158808513505167453,a8GdRvY,negative,-1
c_158808513545889922,ayeEG9b,positive,1
c_158808514275723113,ax9E5qb,positive,1
c_158808515087429044,abG3NGX,neutral,0
c_158808515800544670,an4e6WL,positive,1
c_158808516131787594,aNgm5jA,positive,1
c_158808517233855399,a2WEeo1,positive,1
c_158808517598746741,aZyq5o3,negative,-1
c_158808517955954560,aP765bw,neutral,0
c_158808518435273512,aZyqKPW,neutral,0
c_158808518522282395,azm7yeN,positive,1
c_158808518847564410,aEPd3vK,neutral,0
c_158808519691368416,aK74p8b,neutral,0
c_158808522836221196,aD4RdPB,negative,-1
c_158808524537832933,aNgmN2G,neutral,0
c_158808525007788284,azm7pMz,negative,-1
c_158808525330982637,aEPd3vK,negative,-1
c_158808525622532731,a0NvbMX,neutral,0
c_158808525658934061,amvqejX,negative,-1
c_158808526146938312,a9njx2L,neutral,0
c_158808526262272268,aK74oQ6,negative,-1
c_158808526589689837,an4emnV,neutral,0
c_158808526608213565,a43pXDd,neutral,0
c_158808527340179623,a9njor1,positive,1
c_158808527507604949,aeDKLbQ,negative,-1
c_158808529032114558,a5Wp0vV,neutral,0
c_158808532764143304,a9njx2L,neutral,0
c_158808533003947579,amvq4W9,neutral,0
c_158808533424921894,aD4RvoG,neutral,0
c_158808533732746437,aEPdKge,neutral,0
c_158808533750864845,a43pvOp,negative,-1
c_158808533906092333,azm7WQZ,neutral,0
c_158808534260689680,ayeEjvY,negative,-1
c_158808536492071815,aEPd9px,negative,-1
c_158808536962415767,adVyDZ2,neutral,0
c_158808537594887033,ax9E5K1,negative,-1
c_158808537630648778,an4emnV,neutral,0
c_158808538641379285,aEPd39M,positive,1
c_158808540107518753,amvqe8j,positive,1
c_158808540225398356,adVyG1V,positive,1
c_158808541830449183,a8Gd9yZ,negative,-1
c_158808543305318172,aD4RKPZ,neutral,0
c_158808543377102211,ayeEG9b,positive,1
c_158808543565855248,arV1YD0,negative,-1
c_158808544581338461,aeDKBNq,negative,-1
c_158808545550792614,azm7W5q,positive,1
c_158808545952211648,a9njB5o,neutral,0
c_158808547456821823,aK74R6b,negative,-1
c_158808548075588130,adVyG1V,neutral,0
c_158808551296171458,aQd6L08,neutral,0
c_158808551465024815,aoPmXPg,neutral,0
c_158808553587246684,aBm9pxA,neutral,0
c_158808553597139834,a5WpOmL,negative,-1
c_158808553747939263,aYyjXGm,neutral,0
c_158808553751226274,arV1YQB,negative,-1
c_158808554129953012,amvqejX,positive,1
c_158808554183978267,aO7oWB3,neutral,0
c_158808555717514639,aD4Re6x,negative,-1
c_158808556919897668,aO7owp3,neutral,0
c_158808557786514116,avz2qoq,negative,-1
c_158808557877587887,a9njozZ,positive,1
c_158808559328435553,aGdKQDz,negative,-1
c_158808560205526638,a7WvRwm,negative,-1
c_158808561025671612,aP760Rg,positive,1
c_158808561458663763,agArWyq,neutral,0
c_158808561946317864,aQd6bp7,neutral,0
c_158808562086503432,avz2NR5,neutral,0
c_158808563009697763,a1Wp32w,negative,-1
c_158808563130011587,a6Kro9b,positive,1
c_158808564190795429,avz2NQE,negative,-1
c_158808564864954532,azm7nXp,negative,-1
c_158808564910136683,agArDAg,positive,1
c_158808564918462721,aQd6G02,neutral,0
c_158808564999496444,a0NvNnO,neutral,0
c_158808565104244739,aGdKmMX,negative,-1
c_158808565318011788,aBm9N51,neutral,0
c_158808566143746261,aVwj93d,neutral,0
c_158808566382329202,aNgm784,positive,1
c_158808566549791297,aGdKoXz,neutral,0
c_158808566576746252,aMxeDb6,neutral,0
c_158808567081836079,aR764LG,neutral,0
c_158808567596275776,an4emnV,neutral,0
c_158808569174124119,aD4RKMZ,positive,1
c_158808569264781346,a43pvqw,neutral,0
c_158808569293493218,a8Gd40V,negative,-1
c_158808570166629349,aLw6bev,neutral,0
c_158808571463122517,apGK4N9,neutral,0
c_158808572070505405,aWxBrMq,neutral,0
c_158808572229506670,aEPd3vK,positive,1
c_158808572633608062,abG3N9r,negative,-1
c_158808572798567676,a7Wvg52,negative,-1
c_158808573736081586,a1Wpy52,positive,1
c_158808574884076607,a6KrPP8,neutral,0
c_158808576650827749,aEPdbje,neutral,0
c_158808577083577015,a9njobm,negative,-1
c_158808578356407646,aWxB9VK,negative,-1
c_158808578767755871,an4emnV,negative,-1
c_158808579485129730,apGK4dE,positive,1
c_158808580327108016,aZyqeGz,neutral,0
c_158808580545119966,a8GdgBe,neutral,0
c_158808580691184370,aNgm2W0,neutral,0
c_158808581629744860,aP761DV,neutral,0
c_158808581999383942,a43pvrZ,positive,1
c_158808582521809896,a9njo8j,negative,-1
c_158808583250668127,amvqejX,neutral,0
c_158808583317678049,aAeBAyd,negative,-1
c_158808585455723579,a1Wpy7v,neutral,0
c_158808585522145449,aBm91Nz,neutral,0
c_158808587433315813,a9njoEW,neutral,0
c_158808588913199076,azm7Wgm,neutral,0
c_158808589016773993,aj9Qp6q,positive,1
c_158808590358239656,aP765zP,neutral,0
c_158808590837806613,aD4ReV9,neutral,0
c_158808591797184646,aBm9A4O,neutral,0
c_158808591933645504,aGdKXj6,neutral,0
c_158808594144176018,aAeB8Lp,positive,1
c_158808594507313481,aR76p0y,positive,1
c_158808594719809774,a9njoGo,neutral,0
c_158808596027086107,aqn4MbQ,neutral,0
c_158808599321733202,aNgmN2G,neutral,0
c_158808599627539804,aP76bGQ,neutral,0
c_158808599808486494,aK74MX6,negative,-1
c_158808600171702838,adVyDZ2,neutral,0
c_158808600283835169,a1Wpyob,negative,-1
c_158808600439571990,aO7oOm6,positive,1
c_158808600494101092,a5Wp38O,positive,1
c_158808600697037081,aXgZyW2,negative,-1
c_158808604101705387,a9njwXL,neutral,0
c_158808604613368492,an4ewdL,negative,-1
c_158808604642954402,aeDKnpW,neutral,0
c_158808604933569492,a1Wpy52,negative,-1
c_158808606355375367,a1Wp9gP,neutral,0
c_158808606591945195,aP765zP,neutral,0
c_158808607545966932,a8Gd40V,neutral,0
c_158808607752074330,a9njxqK,neutral,0
c_158808609022786304,aqn4oKY,neutral,0
c_158808609502184253,a3wvmL8,neutral,0
c_158808610328304130,aYyj9dm,positive,1
c_158808611045515806,an4e6z5,positive,1
c_158808612220051200,avz2NMO,positive,1
c_158808612878961462,a3wvO0N,negative,-1
c_158808616214909839,aO7o5dM,neutral,0
c_158808619205436242,aXgZ682,negative,-1
c_158808619382631936,aD4RvoG,negative,-1
c_158808620263855058,aR76nRB,negative,-1
c_158808620739607167,aLw6x0M,neutral,0
c_158808621606307625,a1WpggG,neutral,0
c_158808623419561808,ax9EL5Y,neutral,0
c_158808623584617446,abG3N3v,negative,-1
c_158808623900555966,aR76nRB,positive,1
c_158808624210138367,a9njoKo,positive,1
c_158808624407214115,aMxe58X,neutral,0
c_158808624900118392,a2WEjB9,negative,-1
c_158808625157069718,avz2NGW,neutral,0
c_158808626062635263,a43p0X6,neutral,0
c_158808626831637851,a5Wp4mr,neutral,0
c_158808626989741459,aP76EXP,positive,1
c_158808627204675966,aeDKLnb,negative,-1
c_158808628025364069,a1Wp6o2,negative,-1
c_158808630191438418,ayeEG9b,positive,1
c_158808630690258733,aYyjBB7,neutral,0
c_158808631918299745,a43pvqw,negative,-1
c_158808631962307486,aBm9A4O,negative,-1
c_158808632130606723,an4em7B,negative,-1
c_158808632771238705,a0Nvy8X,neutral,0
c_158808633557078840,avz2Nob,neutral,0
c_158808634162433923,ayeEG9b,neutral,0
c_158808634227684598,aVwjpzM,negative,-1
c_158808634268905507,a1Wp9mb,positive,1
c_158808634410206383,aLw6x0M,neutral,0
c_158808634677887862,aMxegv6,positive,1
c_158808635443339778,aD4RK4O,negative,-1
c_158808636446073448,aAeBzjE,negative,-1
c_158808637033024440,agArew1,negative,-1
c_158808637113933653,aD4RyMB,negative,-1
c_158808637520438707,adVyAdB,positive,1
c_158808638647011828,ayeEG9b,negative,-1
c_158808638743864648,aqn405R,negative,-1
c_158808639095225466,a43pvqw,negative,-1
c_158808639119146843,aK74QXb,negative,-1
c_158808639928493512,a2WEevd,negative,-1
c_158808640235466153,avz2N0d,neutral,0
c_158808641630015426,aeDKB9v,positive,1
c_158808644022921477,aEPdNbn,neutral,0
c_158808645733734077,aoPmvme,negative,-1
c_158808645888991851,ax9ELr2,positive,1
c_158808646783244683,aNgmN2G,neutral,0
c_158808647928941826,aP7659V,negative,-1
c_158808648871112682,a1Wp3dD,neutral,0
c_158808648885348590,aeDKqrB,neutral,0
c_158808650031847435,arV1Q9V,positive,1
c_158808651216278733,aK74y7g,neutral,0
c_158808651496291629,an4e8bb,negative,-1
c_158808652700572683,amvqe8j,neutral,0
c_158808653077472704,avz2KEX,neutral,0
c_158808653724242790,aMxe58X,neutral,0
c_158808653792465783,aO7oMwD,neutral,0
c_158808654991121056,a9njoKo,negative,-1
c_158808655572268177,aYyjX3w,neutral,0
c_158808655715694967,a9njooW,negative,-1
c_158808655833305819,aAeB8Lp,negative,-1
c_158808655839482391,aoPm7W0,neutral,0
c_158808656736379224,amvq4xd,negative,-1
c_158808657196297821,avz2KVZ,neutral,0
c_158808657472752553,aGdKmp5,neutral,0
c_158808659347162068,aEPdNbn,positive,1
c_158808659511984692,an4e6A5,negative,-1
c_158808660328353271,aEPd3EG,negative,-1
c_158808661017606074,aeDKERb,neutral,0
c_158808663206433727,amvqe8j,negative,-1
c_158808663276318196,aP76pQV,neutral,0
c_158808663364826159,arV1Lx7,neutral,0
c_158808664886124469,aEPdKge,negative,-1
c_158808667027827844,a5Wp38O,positive,1
c_158808667720364609,apGK4En,neutral,0
c_158808668861369729,aGdKmZZ,positive,1
c_158808670396237777,aNgmN2G,neutral,0
c_158808670811303708,adVyEB9,negative,-1
c_158808670979101998,an4e6z5,neutral,0
c_158808672024251873,adVyEb2,neutral,0
c_158808672046071442,amvqe8j,negative,-1
c_158808673061678412,aLw6OZv,positive,1
c_158808673166062706,a0NvBjB,neutral,0
c_158808673820544080,a7WvY1r,neutral,0
c_158808675027397600,agArWyq,neutral,0
c_158808676103095116,aGdKXGw,neutral,0
c_158808676152577402,azm7n7K,neutral,0
c_158808676308983657,aoPmXPg,negative,-1
c_158808676542448192,a6Kr4WA,neutral,0
c_158808677712653286,a6KrRO2,positive,1
c_158808678579015876,aO7oMXD,neutral,0
c_158808678691842173,aO7ow3N,neutral,0
c_158808678886688529,aj9QzLq,neutral,0
c_158808678891302522,aGdK4W7,neutral,0
c_158808679295472626,awBNwBW,negative,-1
c_158808681153763311,aBm9AAD,negative,-1
c_158808681215736002,aXgZB0b,neutral,0
c_158808683520883801,adVy1jV,negative,-1
c_158808685027392159,azm7nXp,neutral,0
c_158808686303456298,a43pXBQ,neutral,0
c_158808686913448940,aD4RyMB,neutral,0
c_158808687778569582,aVwj2bv,negative,-1
c_158808687977383235,ax9EAGK,neutral,0
c_158808688181748114,amvqOLy,negative,-1
c_158808689155799295,a43pyWw,negative,-1
c_158808689167402567,aVwj4y8,negative,-1
c_158808689267902895,aD4RKPZ,neutral,0
c_158808693941007195,ayeEjby,neutral,0
c_158808694518374990,aR769YG,neutral,0
c_158808696468238522,aqn4E5Y,neutral,0
c_158808696565144611,aeDKnvj,neutral,0
c_158808696889916857,amvqe8j,positive,1
c_158808697710395912,aO7oOm6,negative,-1
c_158808699628799681,a2WEeo1,positive,1
c_158808700858928020,amvqe8j,negative,-1
c_158808702468367076,agArD6x,positive,1
c_158808702739774162,azm7Dop,neutral,0
c_158808702953202982,aD4Re6x,neutral,0
c_158808702979793858,avz2NnW,positive,1
c_158808704524692210,aGdK4Gn,neutral,0
c_158808705058171923,avz2mvE,positive,1
c_158808705246036008,azm7Q0m,positive,1
c_158808706832072700,a2WEezZ,neutral,0
c_158808707827959567,a9njB8W,negative,-1
c_158808708479092704,aNgmN2G,neutral,0
c_158808708753533668,aNgmGPr,neutral,0
c_158808709724541780,amvqe8j,neutral,0
c_158808711472674193,apGKXq5,negative,-1
c_158808711792899547,ax9E5ep,neutral,0
c_158808713440666200,aQd6bp7,negative,-1
c_158808715027713284,an4e6EB,neutral,0
c_158808715158729775,aNgmbXA,neutral,0
c_158808715694934955,adVyG1V,positive,1
c_158808715804972108,aBm9pKz,negative,-1
c_158808718293904075,aeDK8nm,neutral,0
c_158808718938061935,aeDKL6Q,positive,1
c_158808719844313085,aGdKXV7,neutral,0
c_158808722048629793,aoPmXLA,positive,1
c_158808722206834208,aMxeoXX,neutral,0
c_158808722525288613,aAeBjjp,negative,-1
c_158808723251189988,a0Nvgyv,neutral,0
c_158808723748561964,aoPmXLA,negative,-1
c_158808724012459994,azm7W5q,neutral,0
c_158808724568289917,azm7nXp,positive,1
c_158808724698435273,aNgm74G,neutral,0
c_158808724958336418,a43pxX1,neutral,0
c_158808726191239809,avz2MgX,neutral,0
c_158808727364952982,aeDKnMO,positive,1
c_158808727721792341,awBNEbr,neutral,0
c_158808728120156642,azm7n8Z,neutral,0
c_158808728153071847,aK74LY1,negative,-1
c_158808729093118119,ayeEG9b,positive,1
c_158808730338753440,ax9Eqdb,negative,-1
c_158808730726711275,aO7oMv2,negative,-1
c_158808730817249202,azm7nXp,neutral,0
c_158808731862266371,avz2Vz5,positive,1
c_158808732372061549,abG37PL,neutral,0
c_158808732527103283,aR76nRB,neutral,0
c_158808733302304579,aR76d47,neutral,0
c_158808733800753558,aBm95YQ,positive,1
c_158808733826819515,abG3DzO,neutral,0
c_158808735075837066,aZyqeGz,positive,1
c_158808736167046153,aoPmexn,positive,1
c_158808737791946941,aNgmNZv,neutral,0
c_158808737860744614,aBm9LBP,neutral,0
c_158808739077218769,aNgmN2G,negative,-1
c_158808739145902162,aXgZKp6,neutral,0
c_158808739273448922,aeDKLnb,positive,1
c_158808739438819936,azm7nXp,negative,-1
c_158808741281637610,aVwjp3w,neutral,0
c_158808742335523824,aBm9NKQ,neutral,0
c_158808743795238107,aEPdmKx,neutral,0
c_158808744317514959,aZyqeEn,neutral,0
c_158808745487731351,aO7oMXD,neutral,0
c_158808746382156801,a8GdRvY,neutral,0
c_158808747681443792,aBm9NKQ,neutral,0
c_158808748580731716,a9njo8j,neutral,0
c_158808749325453868,a9njxzm,negative,-1
c_158808749470271739,aNgmbvb,neutral,0
c_158808750639568286,awBNEWy,positive,1
c_158808750957514438,a0NvBjB,neutral,0
c_158808751346819014,azm7z4j,neutral,0
c_158808752254922567,aR76npM,positive,1
c_158808752544935639,awBNEYr,positive,1
c_158808754288686224,aGdKmZZ,positive,1
c_158808754869154918,a9njo8j,neutral,0
c_158808756403042969,agArwzx,neutral,0
c_158808756491406362,adVyGgM,neutral,0
c_158808756530284612,ayeEG9b,positive,1
c_158808757129633816,abG37PL,neutral,0
c_158808757334408816,awBNDDy,neutral,0
c_158808759081097211,aBm9p1Q,positive,1
c_158808759397507472,azm7wPB,negative,-1
c_158808759918842039,a5Wp0Qg,positive,1
c_158808760549011834,aR76ndj,negative,-1
c_158808760693872196,a2WE43w,negative,-1
c_158808761062331047,aP76EXP,neutral,0
c_158808762791237735,a7Wvg52,neutral,0
c_158808762952321016,avz2VYM,negative,-1
c_158808763891474091,a3wvDW1,negative,-1
c_158808765229579432,aMxegmA,neutral,0
c_158808766082206160,aK74p8b,negative,-1
c_158808768842121867,avz2NdM,neutral,0
c_158808769982415074,aZyq63z,positive,1
c_158808770116034092,aYyjnbm,positive,1
c_158808771913749916,adVyAdB,neutral,0
c_158808773636646200,aLw6xBv,positive,1
c_158808774175003070,aNgmX53,neutral,0
c_158808775198817249,aBm9A4O,neutral,0
c_158808776675626451,arV1YQB,neutral,0
c_158808777852126484,aZyq63z,positive,1
c_158808777935174617,apGK46p,neutral,0
c_158808778836769819,a43pvqw,neutral,0
c_158808778974479944,a43pn4v,neutral,0
c_158808780456417341,a9njor1,negative,-1
c_158808780595399033,aeDKE0b,negative,-1
c_158808781553297244,a43pXYp,neutral,0
c_158808781592876665,ayeEG9b,neutral,0
c_158808782257275395,a9njxBD,negative,-1
c_158808782441475336,aLw6x0M,negative,-1
c_158808783332264157,aZyq63z,neutral,0
c_158808783379887368,a1Wp6o2,neutral,0
c_158808783430758997,aD4RK8N,neutral,0
c_158808787111096072,a6KrzRe,neutral,0
c_158808787234087561,ayeEG9b,negative,-1
c_158808787254772113,a8Gd40V,positive,1
c_158808787292897781,aZyqeGz,negative,-1
c_158808788699428179,aBm9pOP,negative,-1
c_158808790346909602,aD4Ry0N,positive,1
c_158808791332531810,aVwj2bv,positive,1
c_158808791884889722,a9njozZ,neutral,0
c_158808793330808179,apGK4ZB,neutral,0
c_158808793564013786,a6KrPP8,negative,-1
c_158808794391915611,aNgm730,neutral,0
c_158808795530056873,aNgm5jA,neutral,0
c_158808795763829778,aD4Ry0N,neutral,0
c_158808796262627654,aj9Qe71,negative,-1
c_158808796751095449,a9njoGo,negative,-1
c_158808798723032023,aR76nRB,positive,1
c_158808799984457779,aD4Ry0N,neutral,0
c_158808800583138523,a8GdOv3,neutral,0
c_158808802129004917,aeDKE0b,neutral,0
c_158808803602673013,a2WE98w,negative,-1
c_158808803618572367,a9njyBD,negative,-1
c_158808803772725725,a6KrzRe,neutral,0
c_158808804234171953,aVwj8ry,negative,-1
c_158808805599018170,aAeB710,negative,-1
c_158808806257889499,aoPmvme,neutral,0
c_158808806272141607,aGdKqv5,negative,-1
c_158808806568882463,aEPdbne,negative,-1
c_158808806642384818,aQd6ynw,neutral,0
c_158808807612578792,a9njxEj,positive,1
c_158808809400031273,an4eovq,negative,-1
c_158808809871624663,a1Wp9x6,negative,-1
c_158808810477501012,a8GdZGY,positive,1
c_158808810638213095,a9njoNL,negative,-1
c_158808810657885704,awBNEYr,negative,-1
c_158808810894135167,a9njxBD,negative,-1
c_158808811280718492,aAeBLbg,positive,1
c_158808813087077723,aYyj9XO,neutral,0
c_158808815003803161,adVyEB9,neutral,0
c_158808815107316325,a43pXYp,positive,1
c_158808815615598376,arV1YAy,negative,-1
c_158808816208893989,aGdKXKw,positive,1
c_158808817237688776,aeDKL7m,neutral,0
c_158808817408047285,aNgmX53,neutral,0
c_158808818008966473,apGK40E,neutral,0
c_158808819977271962,arV10r7,positive,1
c_158808820472242194,aMxegNx,neutral,0
c_158808820654047741,a2WEezZ,neutral,0
c_158808821039406840,an4eZYb,positive,1
c_158808821580441940,aZyqXm0,neutral,0
c_158808821836846155,aVwj8gn,negative,-1
c_158808822480162186,aD4RK5d,neutral,0
c_158808822991715432,aP765oG,positive,1
c_158808823186438930,arV1rgB,negative,-1
c_158808823261777254,aK74RO6,positive,1
c_158808823768288406,amvqe8j,negative,-1
c_158808824480461281,aXgZdzv,neutral,0
c_158808825679268840,a6Kr42e,neutral,0
c_158808827027952639,an4ewdL,positive,1
c_158808827095076933,aP76EXP,neutral,0
c_158808827260713780,ax9EQjW,positive,1
c_158808827909573912,aBm9BMD,neutral,0
c_158808828139306439,azm7Wjp,neutral,0
c_158808829195363366,aeDKz2p,neutral,0
c_158808829651153088,a1WpyYP,positive,1
c_158808829921647626,aP76EXP,negative,-1
c_158808831324905270,aEPd34n,neutral,0
c_158808831874438908,adVyDZ2,neutral,0
c_158808832326388816,arV1L55,neutral,0
c_158808833081217377,arV1L55,negative,-1
c_158808833267752521,aD4Red7,neutral,0
c_158808833766653981,azm7WXx,positive,1
c_158808833889652589,aEPdbne,negative,-1
c_158808834503824888,aO7oOXy,positive,1
c_158808835151216926,aP76EXP,positive,1
c_158808836057037161,aEPd3EG,neutral,0
c_158808836235647158,aeDKz2p,neutral,0
c_158808836831248773,aR76npM,neutral,0
c_158808836851708414,aj9Q9A8,neutral,0
c_158808836892243285,a43p00Z,neutral,0
c_158808840063508715,a43pvrZ,negative,-1
c_158808840399977715,aO7owAM,neutral,0
c_158808841030197116,amvqwW6,positive,1
c_158808841085752377,ax9Ewr1,neutral,0
c_158808842881378558,apGK46p,negative,-1
c_158808843820596844,apGK46p,negative,-1
c_158808844691793524,awBN9qB,neutral,0
c_158808844905792869,aXgZB0b,neutral,0
c_158808845454849508,aZyq63z,negative,-1
c_158808846786278362,aLw6x0M,neutral,0
c_158808847010494964,ayeEG9b,positive,1
c_158808847124465058,azm7nXp,negative,-1
c_158808847793293326,aD4RyBO,negative,-1
c_158808848584029798,aYyjnbm,neutral,0
c_158808849773918641,abG37KE,positive,1
c_158808851538402064,aYyj3PV,neutral,0
c_158808853631942489,a7WvY1r,neutral,0
c_158808853996192087,aGdKQL6,negative,-1
c_158808855409964771,aBm9LBP,negative,-1
c_158808855933478527,an4e3gz,negative,-1
c_158808856541605431,amvq3Bj,neutral,0
c_158808856751602871,arV1Qv0,positive,1
c_158808857273834965,aZyqeGz,negative,-1
c_158808858037942486,an4edwo,neutral,0
c_158808858083311541,a9njBxL,neutral,0
c_158808859046254792,ayeEbnp,positive,1
c_158808860397504693,agArWyq,neutral,0
c_158808860464244323,aNgmNZv,positive,1
c_158808862107713738,aNgm5jA,neutral,0
c_158808862371488728,aWxBN1n,negative,-1
c_158808862922341975,a5Wp4Xr,negative,-1
c_158808862940777428,aNgmNqG,positive,1
c_158808862998521914,aj9Q9A8,neutral,0
c_158808863003951027,a9njoGo,neutral,0
c_158808863307972046,aGdKXGw,positive,1
c_158808863693601227,aQd6ynw,positive,1
c_158808864048677470,aj9Q9A8,neutral,0
c_158808864319022180,abG3KDE,negative,-1
c_158808864598698267,an4emnV,neutral,0
c_158808864743244194,avz2NQE,negative,-1
c_158808864903983945,aoPm6e3,neutral,0
c_158808864968892869,aj9Q9A8,neutral,0
c_158808865781214877,aP762oG,negative,-1
c_158808867211621984,a6KreON,negative,-1
c_158808867789529821,ayeEG9b,positive,1
c_158808867962826555,abG3njv,neutral,0
c_158808868265248969,aBm9pp1,neutral,0
c_158808868521941013,aGdKbvz,neutral,0
c_158808868731476828,aqn4MwM,negative,-1
c_158808868830166313,aZyqeEn,neutral,0
c_158808868883628611,an4edr0,positive,1
c_158808869613108992,a1WpyYP,neutral,0
c_158808870692218201,aAeBjjp,negative,-1
c_158808870787267505,a9njozZ,negative,-1
c_158808870952593665,a3wvmnQ,neutral,0
c_158808871640962811,a9njo8j,neutral,0
c_158808872782208974,a1WpyYP,positive,1
c_158808873721038526,amvqQov,neutral,0
c_158808874042615269,aoPmXLA,positive,1
c_158808874296792931,aeDKnwO,neutral,0
c_158808874998524256,amvqZ3o,negative,-1
c_158808875693627644,a43pr7Q,negative,-1
c_158808876096828293,aEPd5bO,neutral,0
c_158808877424318767,abG37PL,neutral,0
c_158808879929215249,aAeBjD2,neutral,0
c_158808882667336803,aeDKnpW,negative,-1
c_158808882946225755,aR76npM,neutral,0
c_158808883546194222,aVwjpOM,neutral,0
c_158808884112786969,aLw6xEM,neutral,0
c_158808884119917776,aVwjpOM,neutral,0
c_158808884721142521,a2WE61D,negative,-1
c_158808885155972280,aNgmN2G,neutral,0
c_158808885223884895,aBm9p5A,positive,1
c_158808887415792185,an4emLo,positive,1
c_158808889340534424,azm7nXp,negative,-1
c_158808889921696388,aZyq819,neutral,0
c_158808890650602190,aLw6xEM,neutral,0
c_158808893504157836,abG38v9,positive,1
c_158808893866216491,a9njor1,negative,-1
